bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin;
24;1;54.279955;33.954042;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
25;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
26;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
27;1;102.98049;33.448899;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
28;1;61.334173;20.664905;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
29;1;50.934864;10.690247;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
30;1;52.921548;2.7888621;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
31;1;96.443918;21.502746;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
32;1;78.803641;26.902654;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
33;1;173.87396;98.108359;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
34;1;62.111172;13.143542;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
35;1;114.97555;12.155419;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
36;1;135.53799;51.442293;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
37;1;163.47215;36.679462;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
38;1;94.238784;20.040841;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
39;1;133.70834;50.68181;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
40;1;153.11126;18.774944;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
41;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
42;1;98.133807;30.734596;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
43;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
44;1;77.880051;5.0373808;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
45;1;302.57835;18.48031;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
46;1;114.29507;24.00707;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
47;1;88.231203;9.1999478;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
48;1;72.71207;7.1365783;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
49;1;127.71185;15.181496;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
50;1;86.944338;53.880018;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
51;1;88.686916;19.421573;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
52;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
53;1;171.6378;44.16329;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
54;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
55;1;36.123908;3.9151884;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
56;1;38.577879;3.9945162;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
57;1;19.683228;6.0811296;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
58;1;43.832014;35.835862;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
59;1;42.90744;17.471748;0.0;90.8493130009;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
60;1;22.945448;9.1966579;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
61;1;44.969939;9.759103;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
62;1;36.437586;4.474327;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
63;1;71.680313;17.142062;0.0;-0.769859349578;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
64;1;31.844114;8.0677761;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
65;1;63.899352;9.1908374;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
66;1;36.679289;10.617765;0.0;25.1105326653;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
67;1;28.707733;7.2100171;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
68;1;28.62912;5.4703638;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
69;1;32.067628;8.0925529;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
70;1;39.196158;3.9775994;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
71;1;60.374539;8.4751114;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
72;1;56.946907;9.9333583;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
73;1;70.414725;10.349797;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
74;1;60.758304;25.733148;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
75;1;40.775379;8.4048883;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
76;1;43.071256;4.3092484;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
77;1;57.295706;18.331089;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
78;1;54.007001;18.028247;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
79;1;54.265083;10.902562;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
80;1;46.069768;21.190099;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
81;1;54.507951;17.693866;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
82;1;111.64362;24.13123;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
83;1;101.04494;24.905649;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
84;1;56.110567;11.571753;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
85;1;32.550342;12.181852;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
86;1;59.545233;10.884686;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
87;1;65.981712;22.630096;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
88;1;47.343404;10.039575;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
89;1;74.818328;17.494879;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
90;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
91;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
92;1;106.47708;17.937195;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
93;1;40.21293;5.3027836;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
94;1;46.5641;6.1192811;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
95;1;46.010271;23.126542;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
96;1;33.93057;6.3354304;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
97;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
98;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
99;1;97.74846;38.282719;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
100;1;38.554521;12.141577;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
101;1;45.161533;22.880496;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
102;1;29.186281;7.8144916;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
103;1;34.30703;9.7968422;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
104;1;24.265991;5.5635958;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
105;1;39.916997;11.441166;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
106;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
107;1;75.513667;1.3391346;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
108;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
109;1;49.64731;13.461957;0.0;24.7928450645;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
110;1;54.65649;8.3286733;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
111;1;93.172043;20.327059;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
112;1;99.668833;59.004116;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
113;1;52.670777;21.324699;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
114;1;40.69928;12.372287;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
115;1;77.71488;14.88003;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
116;1;88.038082;18.358639;0.0;52.8084832569;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
117;1;68.182582;7.6680951;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
118;1;92.360117;11.407371;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
119;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
120;1;85.816859;23.336996;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
121;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
122;1;54.397196;9.0923423;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
123;1;71.147368;33.993187;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
124;1;83.926724;7.3449827;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
125;1;83.155053;31.193835;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
126;1;36.25305;3.666049;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
127;1;29.818337;16.407276;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
128;1;35.782628;2.4228445;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
129;1;51.809298;15.49727;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
130;1;31.251404;13.832106;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
131;1;34.958927;7.636337;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
132;1;52.063316;19.148102;0.0;49.7024353103;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
133;1;19.636888;8.9944631;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
134;1;38.948873;4.3593831;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
135;1;0.0;0.0;0.0;21.7328832732;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
136;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
137;1;51.54586;9.903541;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
138;1;58.676665;17.430486;0.0;94.7667573409;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
139;1;71.483796;14.183202;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
140;1;72.496609;22.65969;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
141;1;81.951796;40.60647;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
142;1;22.847942;4.5029059;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
143;1;42.563165;21.293882;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
144;1;35.494926;8.3704275;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
145;1;78.917738;30.005083;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
146;1;44.649313;13.401109;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
147;1;65.73686;21.35948;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
148;1;87.010729;41.888415;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
149;1;109.81274;17.012804;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
150;1;169.63527;52.74781;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
151;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
152;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
153;1;157.10017;35.911907;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
154;1;53.456581;10.636111;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
155;1;90.361803;14.921995;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
156;1;73.742886;28.154261;0.0;118.046712728;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
157;1;37.965472;26.039832;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
158;1;99.232414;16.632599;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
159;1;73.406892;14.440844;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
160;1;36.396681;14.792214;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
161;1;28.658666;5.7080747;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
162;1;26.355874;8.7299695;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
163;1;36.962971;3.8905286;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
164;1;39.57328;5.63349;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
165;1;124.00109;13.81438;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
166;1;74.25287;16.429664;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
167;1;40.830164;10.040794;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
168;1;72.906616;23.714286;0.0;34.2518507631;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
169;1;40.186614;21.45574;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
170;1;99.319971;23.82538;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
171;1;115.38626;31.220929;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
172;1;63.642405;19.895522;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
173;1;33.992307;4.577169;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
174;1;136.21012;69.077179;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
175;1;98.379266;4.0944475;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
176;1;68.807669;42.520355;0.0;273.909700488;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
177;1;165.22394;27.018245;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
178;1;190.80659;44.515712;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
179;1;75.32883;20.81102;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
180;1;42.215803;6.3904744;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
181;1;50.836476;8.987556;0.0;0.000593243029123;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
182;1;112.80944;14.469464;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
183;1;93.87775;19.613303;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
184;1;76.916709;31.744798;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
185;1;93.268528;3.438134;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
186;1;92.221114;21.672864;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
187;1;163.8891;73.256722;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
188;1;53.146808;14.762756;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
189;1;39.007399;3.6469169;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
190;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
191;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
192;1;131.01594;31.623052;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
193;1;77.65605;23.362786;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
194;1;70.681819;16.974466;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
195;1;80.464995;14.654426;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
196;1;68.678582;13.070455;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
197;1;38.369874;7.1977718;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
198;1;52.283712;19.787616;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
199;1;66.679247;2.5058577;0.0;-17.2164488869;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
200;1;61.922848;16.822065;0.0;22.9029846928;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
201;1;75.085301;10.673837;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
202;1;75.445478;7.4763981;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
203;1;87.311704;47.77642;0.0;47.8370455544;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
204;1;48.883844;13.029987;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
205;1;49.609832;37.268477;0.0;39.9999706967;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
206;1;34.434987;11.713269;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
207;1;73.010358;14.02102;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
208;1;42.843497;8.2248639;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
209;1;102.283;14.093087;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
210;1;40.283257;13.549747;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
211;1;55.533771;10.478198;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
212;1;42.931959;9.461712;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
213;1;118.43144;25.488612;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
214;1;76.773486;36.008752;0.0;333.007590632;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
215;1;52.438174;15.214533;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
216;1;63.710364;17.745517;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
217;1;64.320623;24.076342;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
218;1;63.523476;30.609688;0.0;42.6780980627;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
219;1;28.921845;7.1339415;0.0;28.2999557637;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
220;1;38.550198;13.162834;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
221;1;55.423356;9.8928384;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
222;1;71.250819;18.793297;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
223;1;98.25231;29.000562;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
224;1;109.62065;24.023945;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
225;1;16.260821;0.91371576;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
226;1;45.486665;6.4891222;0.0;50.7987857754;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
227;1;64.367433;15.626112;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
228;1;57.160741;9.048557;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
229;1;43.347966;9.9598385;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
230;1;29.83468;3.2496672;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
231;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
232;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
233;1;61.503415;6.1719496;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
234;1;122.12821;6.5438173;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
235;1;65.338161;29.233391;0.0;48.3738374079;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
236;1;49.259233;13.692239;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
237;1;23.298485;8.5587562;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
238;1;77.011105;8.6606294;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
239;1;108.3489;32.451416;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
240;1;44.620964;8.6824325;0.0;54.709696178;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
241;1;35.410508;5.9169012;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
242;1;71.336978;12.841235;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
243;1;115.31549;18.961417;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
244;1;98.932188;26.154757;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
245;1;33.438792;10.558386;0.0;39.9339334054;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
246;1;132.70426;60.798429;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
247;1;44.892347;2.1095738;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
248;1;48.913579;10.154008;0.0;106.113090811;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
249;1;54.281705;11.318227;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
250;1;18.771027;4.9461098;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
251;1;112.55859;6.9614653;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
252;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
253;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
254;1;106.54204;55.622479;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
255;1;52.503343;23.154611;0.0;64.5214056091;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
256;1;83.6972;27.02769;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
257;1;73.130955;6.388942;0.0;-25.1892515543;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
258;1;83.663981;32.082817;0.0;-52.538904705;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
259;1;65.653582;32.51961;0.0;19.7586427849;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
260;1;73.667209;19.883548;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
261;1;61.268208;10.712222;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
262;1;54.981753;7.0084739;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
263;1;31.246076;7.6504414;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
264;1;24.58151;13.05744;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
265;1;32.184137;9.0431222;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
266;1;52.085655;5.8624177;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
267;1;76.00083;12.385866;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
268;1;96.661316;35.385498;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
269;1;29.577831;11.57261;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
270;1;28.806832;3.8196797;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
