bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin;
5097;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
5155;1;411.3;168.0;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
5210;1;347.61;74.37;0.0;0.0;0;1.00000;0.00000;220.0;2;1.10000;0.90000;
5416;1;0.0;0.0;0.0;25.13;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
5509;1;0.0;0.0;0.314057;17.296509;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
5587;1;-0.0;-0.0;0.0;0.33;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
5762;1;0.0;0.0;0.0;2.23;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
5776;1;222.7;80.5;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
5848;1;0.0;-0.0;0.29;-0.42;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
5996;1;-0.0;-0.0;0.164188;4.023827;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
6069;1;-456.66;-131.97;0.285753;35.371068;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
6233;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
6293;1;-0.0;0.0;0.0;33.66;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
6542;1;355.98;-147.98;0.0;0.0;0;1.00000;0.00000;220.0;2;1.10000;0.90000;
6704;1;-0.0;-0.0;0.211099;0.672832;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
6798;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
6826;1;326.9;-82.3;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
6833;1;0.0;0.0;0.246363;4.841277;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
7051;1;0.0;0.0;0.0;21.19;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
7180;1;-0.0;0.0;0.234234;4.220723;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
7279;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
7526;1;-179.73;-63.08;0.0;0.0;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
7563;1;531.7;-12.8;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
7637;1;0.0;0.0;0.29;6.18;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
7762;1;-0.0;0.0;0.304243;48.453399;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
7829;1;-114.36;30.04;0.0;0.0;0;1.00000;0.00000;220.0;2;1.10000;0.90000;
7960;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
8103;1;39.34;-10.7;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
8179;1;-0.0;0.0;0.194464;19.1468;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
8181;1;0.0;-0.0;0.210824;6.620599;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
8229;1;0.0;0.0;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
8329;1;0.0;0.0;0.149712;2.04987;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
8335;1;637.92;139.57;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
8420;1;-0.0;0.0;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
8574;1;-0.0;0.0;0.447839;20.994738;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
8581;1;-1299.13;-140.85;0.0;0.0;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
8605;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
8847;1;-0.0;0.0;0.18076;-0.881251;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
8921;1;0.0;0.0;0.0;16.37;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
8964;1;925.91;147.97;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
9024;1;0.0;0.0;0.141019;25.246;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
9025;1;0.0;-0.0;0.205903;3.0768;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
9064;1;0.0;-0.0;0.0;15.26;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
9192;1;17.92;23.3;0.0;0.0;0;1.00000;0.00000;150.0;2;1.10000;0.90000;
9239;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;2;1.10000;0.90000;
