bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin;
444;1;0.0;-0.0;0.0;2.45;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
449;1;0.0;0.0;0.0;29.42;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
453;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
455;1;274.32;5.66;0.0;13.24;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
490;1;20.52;4.0;0.0;2.77;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
500;1;144.4;35.5;0.0;7.66;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
502;1;-0.0;0.0;0.0;1.96;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
506;1;-0.0;0.0;0.0;0.4;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
513;1;57.46;17.1;0.0;1.61;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
516;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
520;1;118.5;20.4;0.0;2.57;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
549;1;0.0;-0.0;0.0;5.15;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
554;1;0.0;-0.0;0.0;1.97;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
556;1;16.52;9.0;0.0;1.17;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
561;1;0.0;-0.0;0.0;0.32;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
564;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
575;1;0.0;-0.0;0.0;0.67;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
583;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
594;1;67.57;17.0;0.0;5.75;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
601;1;140.6;42.6;0.0;5.71;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
604;1;33.24;4.4;0.0;24.54;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
608;1;150.9;10.4;0.0;4.77;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
609;1;-0.0;-0.0;0.0;5.67;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
615;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
616;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
619;1;72.88;14.4;0.0;2.96;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
639;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
641;1;45.32;18.5;0.0;0.74;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
658;1;258.4;66.7;0.0;5.87;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
661;1;-0.0;-0.0;0.0;0.6;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
666;1;-5.61;-2.79;0.0;150.93;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
678;1;232.1;89.8;0.0;0.09;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
682;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
687;1;-0.0;0.0;0.0;5.6;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
707;1;83.99;21.2;0.0;5.36;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
718;1;135.11;41.0;0.0;5.31;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
720;1;-0.0;-0.0;0.0;23.554121;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
726;1;400.3;189.9;0.0;0.53;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
742;1;0.0;-0.0;0.0;2.83;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
747;1;69.58;16.0;0.0;3.03;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
749;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
750;1;-0.0;-0.0;0.0;18.63;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
757;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
766;1;-0.0;0.0;0.0;7.85;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
769;1;152.57;40.0;0.0;6.12;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
772;1;343.9;141.9;0.0;5.55;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
776;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
778;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
789;1;-0.0;-0.0;0.0;6.63;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
795;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
800;1;50.56;18.0;0.0;0.11;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
803;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
804;1;-0.0;-0.0;0.0;7.26;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
805;1;124.5;29.6;0.0;15.4;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
809;1;0.0;-0.0;0.0;58.088687;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
819;1;0.0;-0.0;0.0;0.22;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
823;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
839;1;-0.0;-0.0;0.0;8.17514;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
851;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
858;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
870;1;110.0;3.4;0.0;11.95;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
871;1;108.89;-21.76;0.0;3.72;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
883;1;192.5;78.3;0.0;6.65;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
891;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
892;1;-0.0;-0.0;0.0;9.1;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
900;1;0.0;0.0;0.0;0.15;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
903;1;82.69;20.1;0.0;1.36;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
905;1;631.71;-54.16;0.0;7.534129;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
907;1;-0.0;-0.0;0.0;0.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
908;1;125.9;-0.5;0.0;0.21;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
920;1;34.44;8.5;0.0;1.11;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
923;1;62.07;14.7;0.0;4.84;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
933;1;-0.0;0.0;0.0;22.75;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
935;1;-0.0;0.0;0.0;9.46;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
953;1;108.7;-12.15;0.0;37.11;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
954;1;66.27;13.6;0.0;0.67;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
960;1;-0.0;-0.0;0.0;108.728602;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
964;1;88.5;16.5;0.0;146.44;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
972;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.30000;0.70000;
980;1;14.71;4.6;0.0;7.88;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1001;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1002;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1005;1;0.0;0.0;0.0;0.81;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1015;1;44.55;0.0;0.0;4.78;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1026;1;201.4;53.0;0.0;9.67;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1027;1;-5.91;-2.33;0.0;30.393595;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1033;1;26.33;5.3;0.0;4.31;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1035;1;382.5;57.9;0.0;8.16;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1039;1;34.64;-0.0;0.0;0.91;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1040;1;31.94;8.8;0.0;3.79;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1043;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1051;1;-0.0;0.0;0.0;3.79;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1077;1;-0.0;0.0;0.0;0.1;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1078;1;-0.0;-0.0;0.0;4.74;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1081;1;277.86;58.95;0.0;182.880644;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1083;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1090;1;56.06;18.7;0.0;4.24;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1093;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1096;1;0.0;-0.0;0.0;0.16;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1100;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1101;1;-0.0;-0.0;0.0;2.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1102;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1105;1;29.83;7.3;0.0;6.49;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1111;1;0.0;0.0;0.0;1.1;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1129;1;190.47;55.03;0.0;6.7;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1136;1;16.22;2.0;0.0;0.71;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1137;1;-0.0;-0.0;0.0;0.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1146;1;32.84;-0.0;0.0;1.41;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1151;1;-0.0;-0.0;0.0;18.82;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1153;1;12.41;3.9;0.0;2.23;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1156;1;65.67;24.0;0.0;9.95;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1159;1;112.4;13.0;0.0;3.99;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1172;1;-0.0;-0.0;0.0;2.3;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1179;1;86.6;23.4;0.0;0.39;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1183;1;199.4;-19.9;0.0;6.68;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1187;1;67.57;21.2;0.0;5.71;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1188;1;30.93;6.6;0.0;9.09;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1194;1;129.6;13.3;0.0;13.98;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1198;1;0.0;0.0;0.0;30.637696;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1201;1;114.1;23.5;0.0;1.08;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1216;1;0.0;0.0;0.0;4.93;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1233;1;0.0;-0.0;0.0;1.72;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1234;1;71.78;17.9;0.0;1.96;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1237;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.30000;0.70000;
1248;1;0.0;0.0;0.0;1.17;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1249;1;348.93;26.47;0.0;9.36;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1251;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1262;1;-0.0;0.0;0.0;10.73;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1265;1;173.0;-21.3;0.0;5.93;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1275;1;52.46;2.9;0.0;0.35;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1295;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1301;1;479.0;99.2;0.0;10.68;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1305;1;-0.0;-0.0;0.0;4.34;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1311;1;37.94;15.2;0.0;35.31;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1326;1;0.0;0.0;0.0;0.98;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1334;1;0.0;0.0;0.0;0.59;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1341;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1343;1;-0.0;-0.0;0.0;58.3;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1354;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1355;1;-3.29;-1.32;0.0;190.704588;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1364;1;40.85;14.5;0.0;0.59;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1380;1;145.2;21.4;0.0;1.09;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1394;1;30.93;7.6;0.0;4.69;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1397;1;0.0;-0.0;0.0;2.14;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1398;1;196.7;44.2;0.0;0.1;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1401;1;11.91;2.9;0.0;5.27;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1414;1;144.7;20.3;0.0;6.35;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1415;1;0.0;-0.0;0.0;0.3;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1422;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1435;1;-0.0;0.0;0.0;3.85;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1436;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1448;1;0.0;0.0;0.0;9.49;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1459;1;-0.0;-0.0;0.0;3.38;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1462;1;-0.0;0.0;0.0;0.42;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1465;1;-11.03;-5.11;0.0;29.706803;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1478;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1483;1;0.0;0.0;0.0;4.86;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1486;1;79.59;18.8;0.0;6.78;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1494;1;-1.85;-1.63;0.0;31.424588;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1502;1;-0.0;0.0;0.0;37.116157;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1504;1;0.0;-0.0;0.0;1.84;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1526;1;-10.86;-5.93;0.0;12.54;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1538;1;36.34;15.2;0.0;0.3;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1539;1;73.58;3.24;0.0;52.35;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1541;1;125.4;45.8;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1545;1;42.55;8.2;0.0;2.06;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1547;1;-0.0;-0.0;0.0;1.02;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1551;1;-0.0;-0.0;0.0;7.99;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1552;1;20.42;8.1;0.0;35.15;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1554;1;0.0;-0.0;0.0;4.96;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1556;1;-0.0;-0.0;0.0;0.95;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1562;1;77.39;24.1;0.0;2.67;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1566;1;156.9;-4.0;0.0;2.48;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1568;1;69.08;21.5;0.0;1.65;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1578;1;0.0;-0.0;0.0;1.38;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1584;1;0.0;-0.0;0.0;3.24;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1592;1;28.33;44.8;0.0;0.51;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1595;1;71.77;13.57;0.0;3.84;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1604;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1605;1;-0.0;0.0;0.0;0.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1607;1;73.78;-0.0;0.0;2.69;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1609;1;0.0;0.0;0.0;6.55;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1625;1;73.18;22.3;0.0;8.77;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1629;1;41.95;8.5;0.0;1.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1642;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1643;1;95.71;25.9;0.0;11.38;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1644;1;449.56;245.72;0.0;94.55;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1662;1;3.67;-1.86;0.0;3.89;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1672;1;-28.13;-0.83;0.0;0.1;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1680;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1692;1;83.19;25.8;0.0;0.33;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1704;1;62.16;8.0;0.0;2.99;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1708;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1709;1;-15.38;-4.94;0.0;33.241519;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1711;1;25.13;-61.6;0.0;3.68;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1721;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1730;1;-17.18;-4.35;0.0;44.419365;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1742;1;0.0;0.0;0.0;6.68;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1746;1;-0.0;0.0;0.0;1.86;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1750;1;58.46;6.6;0.0;10.13;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1754;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1758;1;0.0;-0.0;0.0;121.29;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1763;1;-0.0;-0.0;0.0;0.28;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1767;1;333.5;-1.4;0.0;8.37;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1768;1;73.98;22.5;0.0;1.15;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1775;1;-0.0;0.0;0.0;1.64;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1794;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1798;1;-0.63;-0.83;0.0;22.810288;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1803;1;-0.0;-0.0;0.0;0.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1808;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1813;1;88.92;19.79;0.0;2.81;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1817;1;108.91;33.7;0.0;56.24;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1833;1;0.0;0.0;0.0;3.33;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1838;1;0.0;-0.0;0.0;3.02;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1844;1;-28.14;-0.76;0.0;0.1;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1851;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1852;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1857;1;0.0;0.0;0.0;1.53;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1860;1;88.8;-3.2;0.0;13.63;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1866;1;209.2;23.5;0.0;6.44;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1868;1;11.71;3.8;0.0;2.96;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1876;1;-0.0;-0.0;0.0;6.273568;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1883;1;27.33;5.0;0.0;6.77;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
